Book,Sentence
Book 1,"4When Task A has finished with the port, it leaves the critical section and
unlocks the port."
Book 1,"Implementing this algorithm in code also seems straightforward, as illustrated in
Listing 7.8.170 Embedded C
27."
Book 1,"Of course, this is only a partial solution to the problem caused by multi-tasking."
Book 1,"If the purpose
of Task A is to read from an ADC, and Task B has locked the ADC when the Task A is invoked,then Task A cannot carry out its required activity."
Book 1,"Use of locks, or any other mechanism, willnot solve this problem; however, they may prevent the system from crashing.8322 Chapter 7 p143-188  21/2/02  10:02 am  Page 170Listing 7.8 Attempting to implement a simple locking mechanism in a pre-emptive 
scheduler."
Book 1,"See text for details
#define UNLOCKED   0
#define LOCKED     1
bit Lock;  // Global lock flag// ."
Book 1,.
Book 1,".// Ready to enter critical section
// – wait for lock to become clear// (FOR SIMPLICITY, NO TIMEOUT CAPABILITY IS SHOWN)while(Lock == LOCKED);
// Lock is clear
// Enter critical section
// Set the lock
Lock = LOCKED;
// CRITICAL CODE HERE //// Ready to leave critical section
// Release the lockLock = UNLOCKED;
// ."
Book 1,.
Book 1,.
Book 1,"However, the above code cannot be guaranteed to work correctly under all cir-
cumstances."
Book 1,"
Consider the part of the code labelled ‘A’ in Listing 7.8. If our system is fully
pre-emptive, then Task A may be at this point when the scheduler performs a con-text switch and allows (say) Task B access to the CPU."
Book 1,"If Task B also requires accessthe Port X, we can then have a situation as follows:
GTask A has checked the lock for Port X and found that the port is not locked;Task A has, however, not yet changed the lock flag."
Book 1,GTask B is then ‘switched in’.
Book 1,Task B checks the lock flag and it is still clear.
Book 1,Task Bsets the lock flag and begins to use Port X.
Book 1,GTask A is ‘switched in’ again.
Book 1,"As far as Task A is concerned, the port is notlocked; this task therefore sets the flag, and starts to use the port, unaware thatTask B is already doing so.171 Creating an embedded operating system
A8322 Chapter 7 p143-188  21/2/02  10:02 am  Page 171As we can see, this simple lock code violates the principal of mutual exclusion : that
is, it allows more than one task to access a critical code section."
Book 1,The problem arisesbecause it is possible for the context switch to occur after a task has checked thelock flag but before the task changes the lock flag.
Book 1,"In other words, the lock
‘check and set code’ (designed to control access to a critical section of code), isitself a critical section ."
Book 1,This problem can be solved.
Book 1,"For example, because it takes little time to ‘check
and set’ the lock code, we can disable interrupts for this period."
Book 1,"However, this isnot in itself a complete solution: because there is a chance that an interrupt mayhave occurred even in the short period of ‘check and set’, we then need to checkthe relevant interrupt flag(s) and – if necessary – call the relevant ISR(s)."
Book 1,"This canbe done, but it adds substantially to the complexity of the operating environment."
Book 1,"c) Reliability matters
As we have discussed, the simple, predictable, nature of time-triggered, co-opera-tively scheduled, applications makes this approach the usual choice insafety-related applications, where reliability is a crucial design requirement.However, the need for reliability is not restricted to systems such as fly-by-wire air-craft and drive-by-wire passenger cars: even at the lowest level, an alarm clock thatfails to sound on time, or a video recorder that operates intermittently may nothave safety implications but, equally, will not have high sales figures."
Book 1,"
In addition to increasing reliability, the use of time-triggered techniques
can help to reduce both CPU loads and memory usage: as a result, even thesmallest of embedded applications can benefit from the use of this form ofsystem architecture."
Book 1,"7.7 Important design considerations when using sEOS
Following on from the discussions in Section 7.6, we consider here two importantfactors which must be taken into account when using sEOS in your own projects."
Book 1,"a) Worst-case task execution time
We noted in Section 7.6 that sEOS has a time-triggered architecture."
Book 1,This has impor-tant implications for the designer of the system.
Book 1,"In particular, the designer must ensurethat the execution time for a task can never exceed the tick interval (Figure 7.8).172 Embedded C8322 Chapter 7 p143-188  21/2/02  10:02 am  Page 172For example, suppose the following situation applies:
GThe operating system has a 10 ms tick interval."
Book 1,GA task runs for 22 milliseconds.
Book 1,"In these circumstances, at least one ‘tick’ will be lost and the system may fail to
operate as required (see Figure 7.9)."
Book 1,These problems can be solved with due care at the design stage.
Book 1,"For example, we
have shown (first in Chapter 3) how simulations can be used to determine taskdurations."
Book 1,We have also considered (in Chapter 6) several different timeout mech-anisms that can help us to meet ‘worst-case execution time’ conditions.
Book 1,"
We make some suggestions for further improvements to this operating system
in Chapter 11: these can help to greatly improve the performance of this system inthe presence of ‘long tasks’."
Book 1,"b) The ‘One Interrupt per Microcontroller’ rule
As we discussed in Section 7.6a, sEOS has a time-triggered architecture."
Book 1,The sEOSinitialization function enables the generation of interrupts associated with theoverflow of one of the microcontroller timers.
Book 1,"To ensure correct operation of thesystem, it is essential that – with the exception of the single timer interrupt driv-ing the OS – all interrupts are disabled.173 Creating an embedded operating system
FIGURE 7.8 The operating system described in the chapter will only be reliable if the execution
time of the task (run from the ISR) never exceeds the system tick intervalSystem ‘ticks’..."
Book 1,"TimeExecution time
TaskTick interval
FIGURE 7.9 Executing a 22 ms task using an OS with a 10 ms tick interval."
Book 1,See text for detailsSystem ‘ticks’...
Book 1,"TimeTask8322 Chapter 7 p143-188  21/2/02  10:02 am  Page 173If you fail to do this, then you are trying to operate sEOS as an ‘event-triggered’
system (see Section 7.6 for details of the problems this can cause)."
Book 1,"We must issue a clear warning:
7.8 Example: Milk pasteurization
We will now consider the use of sEOS in a practical embedded application."
Book 1,"The system discussed in this example is intended to monitor the rate of liquid
(milk) flow through a pasteurization28system."
Book 1,"The monitoring is required prima-
rily because too high a flow rate can result in incomplete sterilization of theproduct, and a consequent reduction in shelf life."
Book 1,"Note that facilities for the measurement of flow rates will probably already be
included as part of the main pasteurization system: our system will reproduce thisbehaviour."
Book 1,This form of ‘redundancy’ is a common requirement in embeddedapplications with safety implications.
Book 1,"Here we assume that it is unlikely that onedevice for measuring flow rates may fail, and very unlikely that both will failsimultaneously."
Book 1,"As a consequence, adding the redundant sensor from this studywill be likely to improve the overall reliability of the system."
Book 1,"a) Measuring the flow rates
To measure the rate of flow, we will be measuring the frequency of a stream ofpulses."
Book 1,"This is a common requirement: for example, many industrial systemsrequire measurement of rotational speed."
Book 1,This is often carried out using a sensor ofthe type illustrated in Figure 7.10.
Book 1,"As the figure illustrates, the rotating shaft gives rise to a pulse train.In the case of the milk production system, we assume that a similar sensor is
used (Figure 7.11)."
Book 1,This (optical) sensor will not exhibit ‘switch bounce’ (seeChapter 4).
Book 1,"However, some older pasteurization systems still employ mechanical174 Embedded C
IF YOU ATTEMPT TO USE THE OS CODE PRESENTED IN THIS CHAPTER WITH
ADDITIONAL INTERRUPTS ENABLED, YOUR SYSTEM CANNOT BE GUARANTEEDTO OPERATE A
T ALL : AT BEST, YOU ARE LIKELY TO OBTAIN VERY UNPRE-
DICTABLE – AND UNRELIABLE – SYSTEM BEHAVIOUR."
Book 1,28.
Book 1,"The French chemist Louis Pasteur demonstrated that the spoilage of perishable products could
be prevented by destroying the microbes through a heat treatment and then protecting the(sterilized) material from subsequent contamination."
